name,org_name,description,address,city,state,zipcode,latitude,longitude,min_age,max_age,category_id,category name,category description,,,,,,,,,,,,,,,,,
Learn to Swim at Shabbona,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",6935 W. Addison St.,Chicago,IL,60634,41.9453,-87.7994,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Shabbona,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",6935 W. Addison St.,Chicago,IL,60634,41.9453,-87.7994,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Shabbona,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",6935 W. Addison St.,Chicago,IL,60634,41.9453,-87.7994,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Shabbona,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",6935 W. Addison St.,Chicago,IL,60634,41.9453,-87.7994,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sheridan,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",910 S. Aberdeen St.,Chicago,IL,60607,41.8715,-87.6543,12,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sheridan,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",910 S. Aberdeen St.,Chicago,IL,60607,41.8715,-87.6543,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sheridan,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",910 S. Aberdeen St.,Chicago,IL,60607,41.8715,-87.6543,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sheridan,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",910 S. Aberdeen St.,Chicago,IL,60607,41.8715,-87.6543,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1301 W. 52nd St.,Chicago,IL,60609,41.7996,-87.6574,12,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1301 W. 52nd St.,Chicago,IL,60609,41.7996,-87.6574,12,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1301 W. 52nd St.,Chicago,IL,60609,41.7996,-87.6574,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1301 W. 52nd St.,Chicago,IL,60609,41.7996,-87.6574,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherwood,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",5701 S. Shields Ave.,Chicago,IL,60621,41.7909,-87.6341,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherwood,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",5701 S. Shields Ave.,Chicago,IL,60621,41.7909,-87.6341,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Sherwood,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",5701 S. Shields Ave.,Chicago,IL,60621,41.7909,-87.6341,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Skinner,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",1331 W. Monroe St.,Chicago,IL,60606,41.8802,-87.6602,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Skinner,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",1331 W. Monroe St.,Chicago,IL,60606,41.8802,-87.6602,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Skinner,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",1331 W. Monroe St.,Chicago,IL,60606,41.8802,-87.6602,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Skinner,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",1331 W. Monroe St.,Chicago,IL,60606,41.8802,-87.6602,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Skinner,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",1331 W. Monroe St.,Chicago,IL,60606,41.8802,-87.6602,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Smith,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2526 W. Grand Ave.,Chicago,IL,60612,41.8917,-87.6898,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Stanton,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",618 W. Scott St.,Chicago,IL,60610,41.905,-87.6447,5,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Stanton,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",618 W. Scott St.,Chicago,IL,60610,41.905,-87.6447,5,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Stanton,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",618 W. Scott St.,Chicago,IL,60610,41.905,-87.6447,5,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Stanton,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",618 W. Scott St.,Chicago,IL,60610,41.905,-87.6447,5,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Stanton,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",618 W. Scott St.,Chicago,IL,60610,41.905,-87.6447,5,16,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Taylor,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",39 W. 47th St.,Chicago,IL,60609,41.8091,-87.6282,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Taylor,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",39 W. 47th St.,Chicago,IL,60609,41.8091,-87.6282,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,16,24,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at The Park at NTA,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",55 W. 22nd,Chicago,IL,60616,41.8522,-87.632,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Trumbull,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2400 E. 105th St.,Chicago,IL,60617,41.7046,-87.5657,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Trumbull,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2400 E. 105th St.,Chicago,IL,60617,41.7046,-87.5657,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Tuley,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",501 E. 90th Pl.,Chicago,IL,60619,41.7302,-87.6119,16,24,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Tuley,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",501 E. 90th Pl.,Chicago,IL,60619,41.7302,-87.6119,16,24,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Tuley,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",501 E. 90th Pl.,Chicago,IL,60619,41.7302,-87.6119,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Union,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1501 W. Randolph St.,Chicago,IL,60606,41.8847,-87.6642,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Union,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",1501 W. Randolph St.,Chicago,IL,60606,41.8847,-87.6642,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Washington,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",5531 S. King Dr.,Chicago,IL,60615,41.7938,-87.6159,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Washington,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",5531 S. King Dr.,Chicago,IL,60615,41.7938,-87.6159,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,16,24,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Welles,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2333 W. Sunnyside Ave.,Chicago,IL,60625,41.9631,-87.6874,5,19,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",5625 S. Mobile Ave.,Chicago,IL,60638,41.7901,-87.7792,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",5625 S. Mobile Ave.,Chicago,IL,60638,41.7901,-87.7792,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",5625 S. Mobile Ave.,Chicago,IL,60638,41.7901,-87.7792,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth Gardens,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",3770 S. Wentworth Ave.,Chicago,IL,60609,41.8258,-87.6314,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth Gardens,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",3770 S. Wentworth Ave.,Chicago,IL,60609,41.8258,-87.6314,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth Gardens,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",3770 S. Wentworth Ave.,Chicago,IL,60609,41.8258,-87.6314,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wentworth Gardens,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",3770 S. Wentworth Ave.,Chicago,IL,60609,41.8258,-87.6314,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at West Pullman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",401 W. 123rd St.,Chicago,IL,60628,41.6706,-87.6307,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at West Pullman,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke.) Participants will be grouped according to skill level.",401 W. 123rd St.,Chicago,IL,60628,41.6706,-87.6307,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wrightwood,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2534 N. Greenview Ave.,Chicago,IL,60614,41.9277,-87.6659,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Learn to Swim at Wrightwood,Chicago Park District,"Participants will be introduced to aquatic activities through water exploration. Individuals will learn basic swimming techniques, advanced breathing techniques and mechanics of the four basic strokes (freestyle, backstroke, butterfly and breaststroke). Participants will be grouped according to skill level.",2534 N. Greenview Ave.,Chicago,IL,60614,41.9277,-87.6659,5,12,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Leisure Sports & Recreation (SR) at Kosciuszko,Chicago Park District,"For individuals with a primary intellectual or developmental disability. Participants will be introduced to a variety of games that will incorporate movement, peer to peer communication, problem solving and other skills with the goal of encouraging ongoing health and wellness.",2732 N. Avers Ave.,Chicago,IL,60647,41.9306,-87.7234,12,24,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
Lil' Campers (Special Rec) at Horner,Chicago Park District,"For individuals whose primary disability is deafness or hard-of-hearing. Lil' Campers is a version of the traditional day camp program tailored for younger children.  The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",3225 S. Racine Ave.,Chicago,IL,60608,41.8353,-87.6559,2,5,2,Designing + Making,"Creating visual graphics and physical structures; Building things with electronics, craft materials; Creating fashion",,,,,,,,,,,,,,,,,
Lil' Campers (Special Rec) at Horner,Chicago Park District,"For individuals whose primary disability is deafness or hard-of-hearing. Lil' Campers is a version of the traditional day camp program tailored for younger children.  The shortened day allows parents to send their children to the park to play with other children their age, in a fun and supervised environment. Campers participate in age-appropriate recreational activities, arts and crafts, sports, swimming and field trips.",3225 S. Racine Ave.,Chicago,IL,60608,41.8353,-87.6559,2,5,5,Sports + Wellness,"Playing sports, helping the environment, and other healthy activities",,,,,,,,,,,,,,,,,
